Field ID,Field Description,Category,Type,Instance,Data Coding,To Exclude 1,To Exclude 2,To Exclude 3
23600,Cholesterol to Total Lipids in Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23601,Cholesteryl Esters to Total Lipids in Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23602,Free Cholesterol to Total Lipids in Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23603,Triglycerides to Total Lipids in Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23604,Phospholipids to Total Lipids in Very Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23605,Cholesterol to Total Lipids in Very Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23606,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23607,Free Cholesterol to Total Lipids in Very Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23608,Triglycerides to Total Lipids in Very Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23609,Phospholipids to Total Lipids in IDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23610,Cholesterol to Total Lipids in IDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23611,Cholesteryl Esters to Total Lipids in IDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23612,Free Cholesterol to Total Lipids in IDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23613,Triglycerides to Total Lipids in IDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23614,Phospholipids to Total Lipids in Large LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23615,Cholesterol to Total Lipids in Large LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23616,Cholesteryl Esters to Total Lipids in Large LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23617,Free Cholesterol to Total Lipids in Large LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23618,Triglycerides to Total Lipids in Large LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23619,Phospholipids to Total Lipids in Medium LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23620,Cholesterol to Total Lipids in Medium LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23621,Cholesteryl Esters to Total Lipids in Medium LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23622,Free Cholesterol to Total Lipids in Medium LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23623,Triglycerides to Total Lipids in Medium LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23624,Phospholipids to Total Lipids in Small LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23625,Cholesterol to Total Lipids in Small LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23626,Cholesteryl Esters to Total Lipids in Small LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23627,Free Cholesterol to Total Lipids in Small LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23628,Triglycerides to Total Lipids in Small LDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23629,Phospholipids to Total Lipids in Very Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23630,Cholesterol to Total Lipids in Very Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23631,Cholesteryl Esters to Total Lipids in Very Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23632,Free Cholesterol to Total Lipids in Very Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23633,Triglycerides to Total Lipids in Very Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23634,Phospholipids to Total Lipids in Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23635,Cholesterol to Total Lipids in Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23637,Free Cholesterol to Total Lipids in Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23638,Triglycerides to Total Lipids in Large HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23639,Phospholipids to Total Lipids in Medium HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23640,Cholesterol to Total Lipids in Medium HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23641,Cholesteryl Esters to Total Lipids in Medium HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23642,Free Cholesterol to Total Lipids in Medium HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23643,Triglycerides to Total Lipids in Medium HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23644,Phospholipids to Total Lipids in Small HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23645,Cholesterol to Total Lipids in Small HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23646,Cholesteryl Esters to Total Lipids in Small HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23647,Free Cholesterol to Total Lipids in Small HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23648,Triglycerides to Total Lipids in Small HDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
